article_title,revision_Id,article_quality,country,region,population
Manuel Marliani,1062865219,Stub,Italy,SOUTHERN EUROPE,58.9
Manuel Marliani,1062865219,Stub,Spain,SOUTHERN EUROPE,47.4
Marquis of Amboage,1086094474,Stub,Spain,SOUTHERN EUROPE,47.4
Ignacio Martín Amaro,1103971165,Stub,Spain,SOUTHERN EUROPE,47.4
Luis Méndez de Haro,1103527874,Start,Spain,SOUTHERN EUROPE,47.4
Bernardino de Mendoza,1114691610,Start,Spain,SOUTHERN EUROPE,47.4
Marcelino Menéndez y Pelayo,1096446601,C,Spain,SOUTHERN EUROPE,47.4
Gabriel Milan,1065174231,B,Spain,SOUTHERN EUROPE,47.4
Luis Minguela,1110850781,Start,Spain,SOUTHERN EUROPE,47.4
Salvador Minguijón Adrián,1113473296,FA,Spain,SOUTHERN EUROPE,47.4
Pep Mòdol,1104404965,Stub,Spain,SOUTHERN EUROPE,47.4
Rafael Montoro,1107203065,Stub,Cuba,CARIBBEAN,11.1
Rafael Montoro,1107203065,Stub,Spain,SOUTHERN EUROPE,47.4
Guillermo Morphy,1066444598,C,Spain,SOUTHERN EUROPE,47.4
Pere Navarro Olivella,1084603008,Start,Spain,SOUTHERN EUROPE,47.4
Juan Everardo Nithard,1103547500,Start,Spain,SOUTHERN EUROPE,47.4
Pablo de Olavide,1112996673,Start,Spain,SOUTHERN EUROPE,47.4
José María de Orbe y Gaytán,1111269697,FA,Spain,SOUTHERN EUROPE,47.4
Álvaro d'Ors Pérez-Peix,1106358929,FA,Spain,SOUTHERN EUROPE,47.4
Félix Ortega Fernández,1083313299,Stub,Spain,SOUTHERN EUROPE,47.4
Román Oyarzun Oyarzun,1112985729,FA,Spain,SOUTHERN EUROPE,47.4
Juan Pacheco,1050728168,C,Spain,SOUTHERN EUROPE,47.4
Berenguer de Palou II,1059003082,Start,Spain,SOUTHERN EUROPE,47.4
Javier María Pascual Ibañez,1088789363,FA,Spain,SOUTHERN EUROPE,47.4
Pedro Antonio de Aragón,1093371088,Start,Spain,SOUTHERN EUROPE,47.4
José Pellicer Gandía,1112951182,Stub,Spain,SOUTHERN EUROPE,47.4
Juan Manuel de la Peña Bonifaz,1110216579,Start,Spain,SOUTHERN EUROPE,47.4
Antonio Pérez (statesman),1112055320,B,Spain,SOUTHERN EUROPE,47.4
Antonio Victor Pildáin y Zapiáin,1115030339,Stub,Spain,SOUTHERN EUROPE,47.4
Manuel Pizarro Moreno,1095965862,Stub,Spain,SOUTHERN EUROPE,47.4
Luis Gabriel Portillo,1083417528,Start,Spain,SOUTHERN EUROPE,47.4
Pablo de Porturas y Landázuri,1083314563,Stub,Spain,SOUTHERN EUROPE,47.4
Manuel Prado y Colón de Carvajal,1110047861,Start,Spain,SOUTHERN EUROPE,47.4
Jesús Quijano,1083314800,Start,Spain,SOUTHERN EUROPE,47.4
Pascual Rabal Petriz,1110714338,Stub,Spain,SOUTHERN EUROPE,47.4
Domingo Ram y Lanaja,1103935973,Start,Spain,SOUTHERN EUROPE,47.4
Enrique Ramón Fajarnés,1105196034,Stub,Spain,SOUTHERN EUROPE,47.4
Maria Dolors Renau,1110717255,Stub,Spain,SOUTHERN EUROPE,47.4
Tomás Reñones,1067962807,Start,Spain,SOUTHERN EUROPE,47.4
Luis de Requesens y Relat,1066130983,Start,Spain,SOUTHERN EUROPE,47.4
Galceran de Requesens y Santa Coloma,800277980,Start,Spain,SOUTHERN EUROPE,47.4
Rafael del Riego,1109697301,C,Spain,SOUTHERN EUROPE,47.4
Miguel Romero (activist),1069043798,Stub,Spain,SOUTHERN EUROPE,47.4
Julio Ruiz de Alda,1070900508,Start,Spain,SOUTHERN EUROPE,47.4
Gabriel von Salamanca-Ortenburg,1103927512,C,Spain,SOUTHERN EUROPE,47.4
Sampiro,1095007515,C,Spain,SOUTHERN EUROPE,47.4
Rafael Sánchez Guerra,1096426163,Stub,Spain,SOUTHERN EUROPE,47.4
Belén de Sárraga,1085675324,C,Spain,SOUTHERN EUROPE,47.4
José Sisto,1092505399,C,Spain,SOUTHERN EUROPE,47.4
Pedro Soto (politician),1099628635,Stub,Spain,SOUTHERN EUROPE,47.4
"Juan de Tassis, 1st Count of Villamediana",1091687937,B,Spain,SOUTHERN EUROPE,47.4
Francisco Elías de Tejada y Spínola,1112143161,FA,Spain,SOUTHERN EUROPE,47.4
José Perelló Torrens,1106097271,C,Spain,SOUTHERN EUROPE,47.4
Leopoldo Torres (politician),1103027991,Stub,Spain,SOUTHERN EUROPE,47.4
Mikel Unzalu,1101357586,Stub,Spain,SOUTHERN EUROPE,47.4
Arantza Urkaregi,1114502991,Start,Spain,SOUTHERN EUROPE,47.4
María Rosa Urraca Pastor,1112159572,FA,Spain,SOUTHERN EUROPE,47.4
Fernando de Valdés y Salas,1031521862,Start,Spain,SOUTHERN EUROPE,47.4
Mauro Varela,1104383327,Stub,Spain,SOUTHERN EUROPE,47.4
Rodrigo Vázquez de Arce,934714696,Start,Spain,SOUTHERN EUROPE,47.4
Eugenio Vegas Latapie,1107109600,C,Spain,SOUTHERN EUROPE,47.4
José Joaquín de Viana,1083620763,Start,Spain,SOUTHERN EUROPE,47.4
Vicenç Vidal Matas,1083747578,Stub,Spain,SOUTHERN EUROPE,47.4
Narcís Vinyoles,1096424716,Start,Spain,SOUTHERN EUROPE,47.4
Mariano Zufía Urrizalqui,1112160238,FA,Spain,SOUTHERN EUROPE,47.4
Sujatha Paramanathan,1113502682,C,Sri Lanka,SOUTH ASIA,22.4
Marshal Perera,1106530273,Start,Sri Lanka,SOUTH ASIA,22.4
Sirimal Wijesinghe,1101551180,C,Sri Lanka,SOUTH ASIA,22.4
Robelto Hector,1103515422,Stub,St. Kitts-Nevis,CARIBBEAN,0.1
Eustace John,1079695657,Stub,St. Kitts-Nevis,CARIBBEAN,0.1
Shirley Skerrit-Andrew,1066964128,Stub,St. Kitts-Nevis,CARIBBEAN,0.1
Kenneth John,1100264544,Start,St. Vincent and the Grenadines,CARIBBEAN,0.1
Gertrude Protain,1014394761,C,St. Vincent and the Grenadines,CARIBBEAN,0.1
Alphonso Theodore Roberts,1077403825,Start,St. Vincent and the Grenadines,CARIBBEAN,0.1
Adil Abdel Aati,961560512,C,Sudan,NORTHERN AFRICA,46.9
Malik Agar,1105457485,Start,Sudan,NORTHERN AFRICA,46.9
Ali wad Hilu,1085011367,Start,Sudan,NORTHERN AFRICA,46.9
Mirghani Alnasri,1059686019,Stub,Sudan,NORTHERN AFRICA,46.9
Samuel Aru Bol,919521306,Start,Sudan,NORTHERN AFRICA,46.9
Tahani Abdalla Attia Gasmalla,1102528472,Stub,Sudan,NORTHERN AFRICA,46.9
Ibrahim Balandiya,1055831182,Stub,Sudan,NORTHERN AFRICA,46.9
Daud Bolad,1061629688,C,Sudan,NORTHERN AFRICA,46.9
Ahmed Diraige,1103941566,C,Sudan,NORTHERN AFRICA,46.9
Bishop Philip Abbas Ghaboush,1012661225,Stub,Sudan,NORTHERN AFRICA,46.9
Zakaria Chol Gideon Gakmar,1002869856,Stub,Sudan,NORTHERN AFRICA,46.9
Shartai Jaafar Abdel Hakam,1105520433,Stub,Sudan,NORTHERN AFRICA,46.9
Ja'afar Abdul El Hakh,789974403,Stub,Sudan,NORTHERN AFRICA,46.9
Osman Kebir,1025563424,Stub,Sudan,NORTHERN AFRICA,46.9
George Kongor Arop,1026498747,Stub,Sudan,NORTHERN AFRICA,46.9
Saeed Madibo,894929684,Stub,Sudan,NORTHERN AFRICA,46.9
Amin Mekki Medani,1098277987,C,Sudan,NORTHERN AFRICA,46.9
Jimmy Lemi Milla,1110668092,Start,Sudan,NORTHERN AFRICA,46.9
Muhammad Sa'id al-Qaddal,1100493448,C,Sudan,NORTHERN AFRICA,46.9
Muhammad Sharif (Kalifa),1050319332,Start,Sudan,NORTHERN AFRICA,46.9
Abdallahi ibn Muhammad,1092462251,GA,Sudan,NORTHERN AFRICA,46.9
Abdel Halim Muhammad,1095715393,Stub,Sudan,NORTHERN AFRICA,46.9
Abdul-Hamid Musa Kasha,1073676200,Stub,Sudan,NORTHERN AFRICA,46.9
Al Taib Mustafa,1106782827,Start,Sudan,NORTHERN AFRICA,46.9
Muhammad Nadi Pasha,1073123086,Start,Sudan,NORTHERN AFRICA,46.9
Theophilus Ochang,1026899751,Start,Sudan,NORTHERN AFRICA,46.9
Salih Mahmoud Osman,986231936,Start,Sudan,NORTHERN AFRICA,46.9
Ibrahim El-Salahi,1114079134,C,Sudan,NORTHERN AFRICA,46.9
Santino Deng Teng,1033617848,Start,Sudan,NORTHERN AFRICA,46.9
Simon Makwac Mayen,1106184658,Stub,Sudan,NORTHERN AFRICA,46.9
Eliaba James Surur,1104223419,Start,Sudan,NORTHERN AFRICA,46.9
Alhaj Adam Yousef,1040529764,Stub,Sudan,NORTHERN AFRICA,46.9
Yusuf al-Ajab,1082923942,Start,Sudan,NORTHERN AFRICA,46.9
Ashwin Adhin,1110227052,C,Suriname,SOUTH AMERICA,0.6
Caprino Alendy,1046386920,Start,Suriname,SOUTH AMERICA,0.6
Marinus Bee,1044261887,Start,Suriname,SOUTH AMERICA,0.6
Johannes Brons,1061430025,Start,Suriname,SOUTH AMERICA,0.6
Angelic Alihusain-del Castilho,972745173,Start,Suriname,SOUTH AMERICA,0.6
Johannes Cateau van Rosevelt,1074119308,Start,Suriname,SOUTH AMERICA,0.6
Fred Derby,1109371785,Start,Suriname,SOUTH AMERICA,0.6
Rashied Doekhi,1105642607,C,Suriname,SOUTH AMERICA,0.6
David George Findlay,1100754018,Start,Suriname,SOUTH AMERICA,0.6
Olton van Genderen,1061719983,C,Suriname,SOUTH AMERICA,0.6
Salikin Hardjo,1068851430,Start,Suriname,SOUTH AMERICA,0.6
George Hindori,1087130117,Start,Suriname,SOUTH AMERICA,0.6
Theo Jubitana,1098812478,C,Suriname,SOUTH AMERICA,0.6
Sylvia Kajoeramari,1112727480,Start,Suriname,SOUTH AMERICA,0.6
Krishna Mathoera,1110192935,Start,Suriname,SOUTH AMERICA,0.6
Amar Ramadhin,1007146722,Stub,Suriname,SOUTH AMERICA,0.6
Sewraam Rambaran Mishre,1110193614,Start,Suriname,SOUTH AMERICA,0.6
Grace Schneiders-Howard,1095800611,GA,Netherlands,WESTERN EUROPE,17.7
Grace Schneiders-Howard,1095800611,GA,Suriname,SOUTH AMERICA,0.6
Willy Soemita,1114207932,Start,Suriname,SOUTH AMERICA,0.6
Wim Bos Verschuur,1096953822,C,Suriname,SOUTH AMERICA,0.6
Saskia Walden,1112304854,Start,Suriname,SOUTH AMERICA,0.6
Grace Watamaleo,1112727543,Start,Suriname,SOUTH AMERICA,0.6
Jozef Weidmann,1037459272,C,Suriname,SOUTH AMERICA,0.6
Abraham Brodersson,1115163994,C,Sweden,NORTHERN EUROPE,10.5
Thoralf Alfsson,1105567274,Start,Sweden,NORTHERN EUROPE,10.5
Leila Ali Elmi,1111882241,Stub,Sweden,NORTHERN EUROPE,10.5
Alexandra Benado,1096936718,Start,Chile,SOUTH AMERICA,19.8
Alexandra Benado,1096936718,Start,Sweden,NORTHERN EUROPE,10.5
Bengt Snivil,1055951113,Stub,Sweden,NORTHERN EUROPE,10.5
Rudolf Fredrik Berg,1113096827,Start,Sweden,NORTHERN EUROPE,10.5
Birger Jarl,1106260454,GA,Sweden,NORTHERN EUROPE,10.5
Birger Brosa,1024623646,Start,Sweden,NORTHERN EUROPE,10.5
Axel Brusewitz,1039843620,Stub,Sweden,NORTHERN EUROPE,10.5
Nils Claëson,1093435562,Stub,Sweden,NORTHERN EUROPE,10.5
Petrus Olai Dalekarlus,1073651332,Stub,Sweden,NORTHERN EUROPE,10.5
Charles the Deaf,1114537749,Start,Sweden,NORTHERN EUROPE,10.5
Christoffer Dulny,1115365930,Start,Sweden,NORTHERN EUROPE,10.5
Klas Eklund,941420482,Start,Sweden,NORTHERN EUROPE,10.5
Martin Ekström,1065514763,Start,Sweden,NORTHERN EUROPE,10.5
Nils Elowsson,1080015839,Stub,Sweden,NORTHERN EUROPE,10.5
Folke the Fat,1101657785,Stub,Sweden,NORTHERN EUROPE,10.5
Hans Reinhold von Fersen,1068082355,Stub,Sweden,NORTHERN EUROPE,10.5
Clas Frietzcky,963414238,Stub,Sweden,NORTHERN EUROPE,10.5
Birger Furugård,1016969064,Start,Sweden,NORTHERN EUROPE,10.5
Hemming Gadh,1018541199,Start,Sweden,NORTHERN EUROPE,10.5
Anders Henriksson (politician),1095370812,Stub,Sweden,NORTHERN EUROPE,10.5
Carl P. Herslow,1112231330,Stub,Sweden,NORTHERN EUROPE,10.5
Harald Hjärne,1085490833,Stub,Sweden,NORTHERN EUROPE,10.5
Holmger Knutsson,1022950956,Start,Sweden,NORTHERN EUROPE,10.5
Ida Karkiainen,1111922174,Stub,Sweden,NORTHERN EUROPE,10.5
Albrecht Elof Ihre,962137372,Stub,Sweden,NORTHERN EUROPE,10.5
Gustav Kasselstrand,1111499686,GA,Sweden,NORTHERN EUROPE,10.5
Mats Kettilmundsson,974588670,Start,Sweden,NORTHERN EUROPE,10.5
Per Klarberg,1067229019,Stub,Sweden,NORTHERN EUROPE,10.5
Sture Korpi,1098860122,Stub,Sweden,NORTHERN EUROPE,10.5
Peeter Luksep,1067164381,Stub,Sweden,NORTHERN EUROPE,10.5
Eskil Magnusson,1103368159,Start,Sweden,NORTHERN EUROPE,10.5
Stig Malm,1100349229,Start,Sweden,NORTHERN EUROPE,10.5
Ture Malmgren,993905483,GA,Sweden,NORTHERN EUROPE,10.5
Magnus Minniskiöld,1055950775,C,Sweden,NORTHERN EUROPE,10.5
Omar Mustafa,1114431170,Start,Sweden,NORTHERN EUROPE,10.5
Gustaf Nyblæus (1816),907294516,Stub,Sweden,NORTHERN EUROPE,10.5
Sven-Olle Olsson,1037993994,Stub,Sweden,NORTHERN EUROPE,10.5
Vera Oredsson,1113634951,Start,Sweden,NORTHERN EUROPE,10.5
Gabriel Gustafsson Oxenstierna,1113096968,C,Sweden,NORTHERN EUROPE,10.5
Carl Fredrik Pechlin,1036926715,Start,Sweden,NORTHERN EUROPE,10.5
Carl Piper,1095944691,Start,Sweden,NORTHERN EUROPE,10.5
Filip Julius Bernhard von Platen,1048198762,Stub,Sweden,NORTHERN EUROPE,10.5
Tomas Polus,1113516314,Stub,Sweden,NORTHERN EUROPE,10.5
Nils Reuterholm,1090429369,Stub,Sweden,NORTHERN EUROPE,10.5
Qristina Ribohn,1004037375,Start,Sweden,NORTHERN EUROPE,10.5
Oliver Rosengren,1115281232,Stub,Sweden,NORTHERN EUROPE,10.5
Karl Gustaf Scherman,1065373172,Stub,Sweden,NORTHERN EUROPE,10.5
Erik Carlsson Sjöblad,1009863371,Start,Sweden,NORTHERN EUROPE,10.5
Jacob Magnus Sprengtporten,1113778594,C,Finland,NORTHERN EUROPE,5.6
Jacob Magnus Sprengtporten,1113778594,C,Sweden,NORTHERN EUROPE,10.5
Jimmy Ståhl,1111884033,Stub,Sweden,NORTHERN EUROPE,10.5
Adolf Ludvig Stierneld,1089584584,Start,Sweden,NORTHERN EUROPE,10.5
Gustaf Algernon Stierneld,1085266368,Stub,Sweden,NORTHERN EUROPE,10.5
Vávra Suk,1015480636,Stub,Sweden,NORTHERN EUROPE,10.5
Peter Sunde,1113754172,C,Sweden,NORTHERN EUROPE,10.5
Anders Sundström,1113107487,Stub,Sweden,NORTHERN EUROPE,10.5
August Tamm,1071178122,Stub,Sweden,NORTHERN EUROPE,10.5
Robert Macfie Thorburn,1081619244,Start,Sweden,NORTHERN EUROPE,10.5
Jessica Thunander,1054908517,Stub,Sweden,NORTHERN EUROPE,10.5
Lars Törnman,1036368817,Stub,Sweden,NORTHERN EUROPE,10.5
Gustaf af Wetterstedt,1115533138,Stub,Sweden,NORTHERN EUROPE,10.5
Bertil Zachrisson,1081155174,Stub,Sweden,NORTHERN EUROPE,10.5
Céline Amaudruz,1078966867,Stub,Switzerland,WESTERN EUROPE,8.8
Beat Arnold,1103551315,Start,Switzerland,WESTERN EUROPE,8.8
Mustafa Atici,1093168910,Start,Switzerland,WESTERN EUROPE,8.8
Gallus Jacob Baumgartner,1034339108,Start,Switzerland,WESTERN EUROPE,8.8
Martin Bäumle,1113180976,Start,Switzerland,WESTERN EUROPE,8.8
Pierre François Bellot,1085380321,Stub,Switzerland,WESTERN EUROPE,8.8
Jacqueline Berenstein-Wavre,1098279107,Start,Switzerland,WESTERN EUROPE,8.8
Peter Bodenmann,1097652987,C,Switzerland,WESTERN EUROPE,8.8
Ulrich Bremi,1109100989,Stub,Switzerland,WESTERN EUROPE,8.8
Achille Casanova,1109101260,Start,Switzerland,WESTERN EUROPE,8.8
Conradin Cramer,1109136165,Start,Switzerland,WESTERN EUROPE,8.8
Niklaus Dachselhofer,989253083,Stub,Switzerland,WESTERN EUROPE,8.8
Sigmund von Erlach,1047996896,Stub,Switzerland,WESTERN EUROPE,8.8
Heinrich Escher,1051201875,Stub,Switzerland,WESTERN EUROPE,8.8
Johann Rudolf Faesch,1109260563,Stub,Switzerland,WESTERN EUROPE,8.8
Peter Falck,1113518708,GA,Switzerland,WESTERN EUROPE,8.8
Franz Rudolf Frisching,1025992173,Start,Switzerland,WESTERN EUROPE,8.8
Urs Glutz von Blotzheim,1079107579,Stub,Switzerland,WESTERN EUROPE,8.8
Jürg Grossen,1113181116,Start,Switzerland,WESTERN EUROPE,8.8
Tim Guldimann,1114164708,Start,Switzerland,WESTERN EUROPE,8.8
Georg Friedrich Heilmann,1065849307,Stub,Switzerland,WESTERN EUROPE,8.8
Thomas Helbling,1097655440,Start,Switzerland,WESTERN EUROPE,8.8
Eva Herzog,1113518226,Start,Switzerland,WESTERN EUROPE,8.8
David Hess (painter),1088977153,Start,Switzerland,WESTERN EUROPE,8.8
Karl Otto Hunziker,1073762856,Start,Switzerland,WESTERN EUROPE,8.8
Beat Jans,1109261316,C,Switzerland,WESTERN EUROPE,8.8
Walter Kälin,1097656534,C,Switzerland,WESTERN EUROPE,8.8
Frédéric-César de La Harpe,1103177637,C,Switzerland,WESTERN EUROPE,8.8
Georgie Lamon,1065924058,Stub,Switzerland,WESTERN EUROPE,8.8
Paul Lüönd,1073049884,Stub,Switzerland,WESTERN EUROPE,8.8
Ferdinand Masset,947627249,Stub,Switzerland,WESTERN EUROPE,8.8
Frank Melloul,1110313720,C,Switzerland,WESTERN EUROPE,8.8
Guy Mettan,1099961825,Start,Switzerland,WESTERN EUROPE,8.8
Jakob Meyer zum Hasen,1109307770,C,Switzerland,WESTERN EUROPE,8.8
Kurt Meyer (Lucerne),1114680785,Stub,Switzerland,WESTERN EUROPE,8.8
Sophie Michaud Gigon,1016857420,Start,Switzerland,WESTERN EUROPE,8.8
Peter Ochs,1013192676,Start,Switzerland,WESTERN EUROPE,8.8
Giovanni Orelli,1066004666,Start,Switzerland,WESTERN EUROPE,8.8
Ludwig Pfyffer,1077498198,Start,Switzerland,WESTERN EUROPE,8.8
Valérie Piller Carrard,1054866115,Start,Switzerland,WESTERN EUROPE,8.8
Ital Reding the Elder,1050573175,Start,Switzerland,WESTERN EUROPE,8.8
Jules Repond,1026286888,Start,Switzerland,WESTERN EUROPE,8.8
Farah Rumy,1101258104,Start,Switzerland,WESTERN EUROPE,8.8
Vinzenz Rüttimann,1101460842,C,Switzerland,WESTERN EUROPE,8.8
Sergio Salvioni,1104342564,Start,Switzerland,WESTERN EUROPE,8.8
Alfred Emanuel Sarasin,1112830593,Stub,Switzerland,WESTERN EUROPE,8.8
Nicolas Théodore de Saussure,1112325459,GA,Switzerland,WESTERN EUROPE,8.8
Peter-Josef Schallberger,1022570699,Stub,Switzerland,WESTERN EUROPE,8.8
Josef Scherrer,1045327007,Stub,Switzerland,WESTERN EUROPE,8.8
Guy-Olivier Segond,1105606820,C,Switzerland,WESTERN EUROPE,8.8
André Simonazzi,1096441273,Start,Switzerland,WESTERN EUROPE,8.8
Carlo Sommaruga,1112581627,Start,Switzerland,WESTERN EUROPE,8.8
Niklaus Friedrich von Steiger,1108836802,Stub,Switzerland,WESTERN EUROPE,8.8
Charles-Alexandre Steinhäuslin,942439844,Start,Switzerland,WESTERN EUROPE,8.8
Hansjörg Trachsel,1019997611,Start,Switzerland,WESTERN EUROPE,8.8
Paul Usteri,1081662107,Start,Switzerland,WESTERN EUROPE,8.8
Eric Weber,1078967037,Start,Switzerland,WESTERN EUROPE,8.8
Johann Rudolf Wettstein,1109870613,GA,Switzerland,WESTERN EUROPE,8.8
Karl Emil Wild,1068658484,Start,Switzerland,WESTERN EUROPE,8.8
Louis Wyrsch,1078281666,C,Switzerland,WESTERN EUROPE,8.8
Paul Wyss,1110030427,Stub,Switzerland,WESTERN EUROPE,8.8
Theodor Ab Yberg,1022570814,Stub,Switzerland,WESTERN EUROPE,8.8
Sebastian Peregrin Zwyer,1090177502,Start,Switzerland,WESTERN EUROPE,8.8
Abdul-Aziz al-Khair,1055121509,C,Syria,WESTERN ASIA,22.1
Adil Arslan,1115642647,C,Syria,WESTERN ASIA,22.1
Mohammed Akkad,1088148970,Stub,Syria,WESTERN ASIA,22.1
Sultan al-Atrash,1115642685,C,Syria,WESTERN ASIA,22.1
Ayyash Al-Haj,1114418908,GA,Syria,WESTERN ASIA,22.1
Ghias Barakat,1099141929,C,Syria,WESTERN ASIA,22.1
Subhi Bey Barakat,1115422743,Start,Syria,WESTERN ASIA,22.1
Abdul Qader Barmada,1088149351,Stub,Syria,WESTERN ASIA,22.1
Tawfiq Bay,1031788885,Start,Syria,WESTERN ASIA,22.1
Ibrahim Biro,955779707,Start,Syria,WESTERN ASIA,22.1
Amir al-Dandal,994545216,Start,Syria,WESTERN ASIA,22.1
Abd al-Razzaq al-Dandashi,1063356756,Start,Syria,WESTERN ASIA,22.1
Ahmad Diyab,1100437054,Stub,Syria,WESTERN ASIA,22.1
Hadad-yith'i,1102614042,C,Syria,WESTERN ASIA,22.1
Hisham Marwah,1111799084,Stub,Syria,WESTERN ASIA,22.1
Edmond Al-Homsi,1090859570,Stub,Syria,WESTERN ASIA,22.1
Ghassan Ibrahim,1099026087,Start,Syria,WESTERN ASIA,22.1
Ihsan Al Jabri,1056547219,Stub,Syria,WESTERN ASIA,22.1
Jihad Makdissi,1095025923,C,Syria,WESTERN ASIA,22.1
Mohammad Jumah,1031226079,Stub,Syria,WESTERN ASIA,22.1
Sami al-Jundi,1085225687,C,Syria,WESTERN ASIA,22.1
Kamal al-Qassab,1046716585,Stub,Syria,WESTERN ASIA,22.1
Kamil Pasha al-Qudsi,1114426805,Stub,Syria,WESTERN ASIA,22.1
Fayez al-Khoury,1101097473,Stub,Syria,WESTERN ASIA,22.1
Mar'i Pasha al-Mallah,1114426843,Start,Syria,WESTERN ASIA,22.1
Hrant Maloyan,1114902744,C,Armenia,WESTERN ASIA,3.0
Hrant Maloyan,1114902744,C,Syria,WESTERN ASIA,22.1
Antun Maqdisi,1012298345,Start,Syria,WESTERN ASIA,22.1
Mahmoud Ahmad Marei,1096423511,Start,Syria,WESTERN ASIA,22.1
Muhammad Talab Hilal,1091046608,C,Syria,WESTERN ASIA,22.1
Mustafa al-Siba'i,1101678254,Start,Syria,WESTERN ASIA,22.1
Shukri al-Quwatli,1114418977,FA,Syria,WESTERN ASIA,22.1
Munif Razzaz,1104186608,GA,Syria,WESTERN ASIA,22.1
Nasim al-Safarjalani,1032834084,Start,Syria,WESTERN ASIA,22.1
Salem al-Meslet,1103824812,Stub,Syria,WESTERN ASIA,22.1
Muhammad al-Sufi,1106267269,C,Syria,WESTERN ASIA,22.1
Mohammad Farouk Tayfour,940373945,Stub,Syria,WESTERN ASIA,22.1
Liu Yongfu,1102541692,C,Taiwan,EAST ASIA,23.2
Qiu Fengjia,1031398824,Start,Taiwan,EAST ASIA,23.2
Xie Jieshi,1111816567,Start,Taiwan,EAST ASIA,23.2
Zheng Jing,1108206522,C,Taiwan,EAST ASIA,23.2
Zheng Kezang,1065962947,Stub,Taiwan,EAST ASIA,23.2
Olimzhon Boboyev,1072391123,Stub,Tajikistan,CENTRAL ASIA,10.0
Torokul Dzhanuzakov,1092752457,C,Kazakhstan,CENTRAL ASIA,19.2
Torokul Dzhanuzakov,1092752457,C,Kyrgyzstan,CENTRAL ASIA,6.8
Torokul Dzhanuzakov,1092752457,C,Tajikistan,CENTRAL ASIA,10.0
Torokul Dzhanuzakov,1092752457,C,Uzbekistan,CENTRAL ASIA,35.6
Mahmadali Hayit,1067502414,Start,Tajikistan,CENTRAL ASIA,10.0
Muhiddin Kabiri,1098146744,Start,Tajikistan,CENTRAL ASIA,10.0
Bobo Makhamov,1090454878,Start,Tajikistan,CENTRAL ASIA,10.0
Maksud Ibragimov,994061655,Start,Tajikistan,CENTRAL ASIA,10.0
Nusratullo Maksum,1073969305,Stub,Tajikistan,CENTRAL ASIA,10.0
Ghaffor Mirzoyev,1069201815,Start,Tajikistan,CENTRAL ASIA,10.0
Abduhalim Nazarzoda,1075757785,Start,Tajikistan,CENTRAL ASIA,10.0
Umarali Quvvatov,1113522608,C,Tajikistan,CENTRAL ASIA,10.0
Alim Sherzamonov,996472390,Start,Tajikistan,CENTRAL ASIA,10.0
Shirinsho Shotemur,1082920035,C,Tajikistan,CENTRAL ASIA,10.0
Bozor Sobir,1107271492,B,Tajikistan,CENTRAL ASIA,10.0
Shukhrat Sultonov,1051046215,C,Tajikistan,CENTRAL ASIA,10.0
Nur Tabar,1105010664,Stub,Tajikistan,CENTRAL ASIA,10.0
Timothy Apiyo,1065741413,Stub,Tanzania,EAST AFRICA,65.5
Maurice Henry Dorman,1087530718,Start,Tanzania,EAST AFRICA,65.5
Fundikira III,1047557188,Start,Tanzania,EAST AFRICA,65.5
Josephat Gwajima,1068157438,Start,Tanzania,EAST AFRICA,65.5
Issa Kassim Issa,1099825065,Stub,Tanzania,EAST AFRICA,65.5
Barbro Cecilia Johansson,1112314591,Start,Tanzania,EAST AFRICA,65.5
Bonnah Kaluwa,1109169773,Start,Tanzania,EAST AFRICA,65.5
Jeremiah Kasambala,1014980814,Start,Tanzania,EAST AFRICA,65.5
Hemed Khamis,1065741571,Stub,Tanzania,EAST AFRICA,65.5
Adam Kimbisa,1096079486,Stub,Tanzania,EAST AFRICA,65.5
