article_title,revision_Id,article_quality,country,region,population
Saed Kubenea,1006418003,Stub,Tanzania,EAST AFRICA,65.5
Elias John Kwandikwa,1115284285,Start,Tanzania,EAST AFRICA,65.5
Theddy Ladislaus,1105549865,Start,Tanzania,EAST AFRICA,65.5
Paul Makonda,1096157701,Start,Tanzania,EAST AFRICA,65.5
Julie Manning,1100313435,Stub,Tanzania,EAST AFRICA,65.5
Salome Joseph Mbatia,1074130433,Start,Tanzania,EAST AFRICA,65.5
Ruth Hiyob Mollel,1101873461,Start,Tanzania,EAST AFRICA,65.5
Albert Msando,1110162819,Stub,Tanzania,EAST AFRICA,65.5
John Mwakangale,1063354492,C,Tanzania,EAST AFRICA,65.5
Juma Mwapachu,1065735778,Start,Tanzania,EAST AFRICA,65.5
Abdullah Mwinyi,1106388815,Start,Tanzania,EAST AFRICA,65.5
Asanterabi Zephaniah Nsilo Swai,1012818477,Start,Tanzania,EAST AFRICA,65.5
Mateo Qares,1007481132,Stub,Tanzania,EAST AFRICA,65.5
Augustino Ramadhani,1110752912,B,Tanzania,EAST AFRICA,65.5
Catherine Ruge,1104077288,Start,Tanzania,EAST AFRICA,65.5
Festo Sanga,1087520602,Start,Tanzania,EAST AFRICA,65.5
Mwita Waitara,1006421933,Stub,Tanzania,EAST AFRICA,65.5
Akanat Promphan,1102141395,Start,Thailand,SOUTHEAST ASIA,66.8
Borwornsak Uwanno,1100021618,C,Thailand,SOUTHEAST ASIA,66.8
Chada Thaiseth,1067189659,Stub,Thailand,SOUTHEAST ASIA,66.8
Charoen Suepsaeng,1106944464,Stub,Thailand,SOUTHEAST ASIA,66.8
Chatchawal Kong-udom,1067181115,Stub,Thailand,SOUTHEAST ASIA,66.8
Chob Yodkaew,1067190492,Stub,Thailand,SOUTHEAST ASIA,66.8
Chonlanan Srikaew,1115166646,Start,Thailand,SOUTHEAST ASIA,66.8
Chuwit Chitsakul,1067190867,Start,Thailand,SOUTHEAST ASIA,66.8
Hangthong Thammawattana,1099504450,C,Thailand,SOUTHEAST ASIA,66.8
Khrong Chandawong,1064263898,C,Thailand,SOUTHEAST ASIA,66.8
Pallop Pinmanee,1112468667,C,Thailand,SOUTHEAST ASIA,66.8
Phayom Chulanont,1059748987,Start,Thailand,SOUTHEAST ASIA,66.8
Pita Limjaroenrat,1067174860,C,Thailand,SOUTHEAST ASIA,66.8
Piyabutr Saengkanokkul,1093503992,Start,Thailand,SOUTHEAST ASIA,66.8
Phraya Ratsadanupradit Mahitsaraphakdi,1110844684,Stub,Thailand,SOUTHEAST ASIA,66.8
Samak Jalikula,1102491662,Stub,Thailand,SOUTHEAST ASIA,66.8
Sang Phathanothai,1063962752,Start,Thailand,SOUTHEAST ASIA,66.8
Sereepisuth Temeeyaves,1110915859,C,Thailand,SOUTHEAST ASIA,66.8
Sodsai Rungphothong,1064264189,Stub,Thailand,SOUTHEAST ASIA,66.8
Sophon Suphapong,1056597902,Stub,Thailand,SOUTHEAST ASIA,66.8
Surangkana Wayuparb,1059397645,C,Thailand,SOUTHEAST ASIA,66.8
Teerakiat Jaroensettasin,1110929522,Stub,Thailand,SOUTHEAST ASIA,66.8
Thamanat Prompow,1108412672,C,Thailand,SOUTHEAST ASIA,66.8
Thanathorn Juangroongruangkit,1114394512,GA,Thailand,SOUTHEAST ASIA,66.8
Tiang Sirikhanth,1074937608,Start,Thailand,SOUTHEAST ASIA,66.8
Vichien Khaokham,1076752543,Stub,Thailand,SOUTHEAST ASIA,66.8
Luang Wichitwathakan,1112401497,C,Thailand,SOUTHEAST ASIA,66.8
Yat Hwaidi,1081234427,Stub,Cambodia,SOUTHEAST ASIA,16.8
Yat Hwaidi,1081234427,Stub,Thailand,SOUTHEAST ASIA,66.8
Aliança de Araújo,1059363091,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Manuel Carrascalão,1071880738,Start,Indonesia,SOUTHEAST ASIA,275.5
Manuel Carrascalão,1071880738,Start,Timor-Leste,SOUTHEAST ASIA,1.3
María do Céu,1112159193,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Brigida Antónia Correia,1059174694,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Isabel da Costa Ferreira,1112773533,C,Timor-Leste,SOUTHEAST ASIA,1.3
Albina Marçal Freitas,1112274488,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Ángela Freitas,1085081003,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Justino Mota,1099899758,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Maria da Paixão da Costa,1076208477,Stub,Timor-Leste,SOUTHEAST ASIA,1.3
Olinda Morais,1009671491,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Manuel Magalhaes de Oliveira,982569489,Stub,Timor-Leste,SOUTHEAST ASIA,1.3
Alfredo Pires,1082511668,Stub,Timor-Leste,SOUTHEAST ASIA,1.3
Nino Konis Santana,1080700969,Stub,Timor-Leste,SOUTHEAST ASIA,1.3
José Abílio Osório Soares,1112065021,Start,Timor-Leste,SOUTHEAST ASIA,1.3
João da Costa Tavares,1095266698,C,Timor-Leste,SOUTHEAST ASIA,1.3
Mário Viegas Carrascalão,1072430980,C,Timor-Leste,SOUTHEAST ASIA,1.3
Maria Terezinha Viegas,1112159660,Start,Timor-Leste,SOUTHEAST ASIA,1.3
Kafui Adjamagbo-Johnson,1090161620,Start,Togo,WESTERN AFRICA,8.8
Angèle Dola Akofa Aguigah,1099133088,C,Togo,WESTERN AFRICA,8.8
Robert Ajavon,1029012283,Stub,Togo,WESTERN AFRICA,8.8
Martin Aku,1104074508,Stub,Togo,WESTERN AFRICA,8.8
Claude Améganvi,1058532619,Stub,Togo,WESTERN AFRICA,8.8
Jacques Amouzou,1053650959,Start,Togo,WESTERN AFRICA,8.8
Emmanuel Bodjollé,1097121652,Stub,Togo,WESTERN AFRICA,8.8
Clément Nyaletsossi Voule,1090090358,Start,Togo,WESTERN AFRICA,8.8
Cokossi,1009161958,Stub,Togo,WESTERN AFRICA,8.8
Kléber Dadjo,1107904661,Start,Togo,WESTERN AFRICA,8.8
Roland Kpotsra,1053651540,Start,Togo,WESTERN AFRICA,8.8
Issifou Tabiou Taffa,1053650955,Start,Togo,WESTERN AFRICA,8.8
Kodjo Amegnisso Tossou,1053651076,Stub,Togo,WESTERN AFRICA,8.8
Mawupé Valentin Vovor,1112734687,C,Togo,WESTERN AFRICA,8.8
Sani Yaya,1053651558,Start,Togo,WESTERN AFRICA,8.8
Enele Maʻafu,1073889279,C,Tonga,OCEANIA,0.1
Viliami Tupoulahi Mailefihi Tuku'aho,1104880192,C,Tonga,OCEANIA,0.1
ʻUluvalu,1033944232,Start,Tonga,OCEANIA,0.1
Henry Alcazar,1114543929,C,Trinidad and Tobago,CARIBBEAN,1.4
James Biggart,997397935,C,Trinidad and Tobago,CARIBBEAN,1.4
Cyrus Prudhomme David,1114543502,C,Trinidad and Tobago,CARIBBEAN,1.4
William Demas,1110258782,Stub,Trinidad and Tobago,CARIBBEAN,1.4
Gypsy (calypsonian),1073541281,Start,Trinidad and Tobago,CARIBBEAN,1.4
Isaac Hope,1023309148,Start,Trinidad and Tobago,CARIBBEAN,1.4
Martin Joseph,1064729103,Start,Trinidad and Tobago,CARIBBEAN,1.4
Kenneth Lalla,1098116781,Stub,Trinidad and Tobago,CARIBBEAN,1.4
Emmanuel Mzumbo Lazare,1098116908,C,Trinidad and Tobago,CARIBBEAN,1.4
Randall Mitchell,1108114284,Start,Trinidad and Tobago,CARIBBEAN,1.4
Arnold Piggott,1071023974,Stub,Trinidad and Tobago,CARIBBEAN,1.4
"David Pitt, Baron Pitt of Hampstead",1115760392,C,Trinidad and Tobago,CARIBBEAN,1.4
Kevin Ramnarine,1108968759,Stub,Trinidad and Tobago,CARIBBEAN,1.4
Sarran Teelucksingh,1093142640,C,Trinidad and Tobago,CARIBBEAN,1.4
Ronald Jay Williams,1066949906,C,Trinidad and Tobago,CARIBBEAN,1.4
Hugh Wooding,1112081002,Start,Trinidad and Tobago,CARIBBEAN,1.4
Habib Achour,1029574553,Stub,Tunisia,NORTHERN AFRICA,11.8
Mekki Aloui,1041433441,Stub,Tunisia,NORTHERN AFRICA,11.8
Ferjani Bel Haj Ammar,1030173862,Stub,Tunisia,NORTHERN AFRICA,11.8
Chedly Ayari,1114437741,C,Tunisia,NORTHERN AFRICA,11.8
Mahmoud Ben Ayed,1050087390,C,Tunisia,NORTHERN AFRICA,11.8
Mounir Baatour,1110930036,Start,Tunisia,NORTHERN AFRICA,11.8
Selma Baccar,1044685883,C,Tunisia,NORTHERN AFRICA,11.8
Yadh Ben Achour,1101801981,Start,Tunisia,NORTHERN AFRICA,11.8
Ahmed Ben Salah,1061990220,C,Tunisia,NORTHERN AFRICA,11.8
Leila Ben-Gacem,1106842255,C,Tunisia,NORTHERN AFRICA,11.8
Mohamed Nejib Berriche,1100422221,Stub,Tunisia,NORTHERN AFRICA,11.8
Ghazi Chaouachi,1094076051,Stub,Tunisia,NORTHERN AFRICA,11.8
Ali Chaouch,1101144527,Start,Tunisia,NORTHERN AFRICA,11.8
Mohamed Charfi,1098183988,Start,Tunisia,NORTHERN AFRICA,11.8
Mohamed Messaoud Chebbi,1105924035,Stub,Tunisia,NORTHERN AFRICA,11.8
Ahmad ibn Abi Diyaf,1111867713,B,Tunisia,NORTHERN AFRICA,11.8
Mahmoud Djellouli,1114898394,Start,Tunisia,NORTHERN AFRICA,11.8
Mohamed Salah Fliss,1021846452,C,Tunisia,NORTHERN AFRICA,11.8
Mohamed Ghannouchi,1102676192,C,Tunisia,NORTHERN AFRICA,11.8
Rached Ghannouchi,1109470504,GA,Tunisia,NORTHERN AFRICA,11.8
Sadok Ghileb,861531572,Stub,Tunisia,NORTHERN AFRICA,11.8
Nebiha Gueddana,1081299179,C,Tunisia,NORTHERN AFRICA,11.8
Mezri Haddad,1073970528,C,Tunisia,NORTHERN AFRICA,11.8
Radhia Haddad,1069945711,Start,Tunisia,NORTHERN AFRICA,11.8
Ali Bach Hamba,1058096753,Start,Tunisia,NORTHERN AFRICA,11.8
Mohamed Hechmi Hamdi,1046545949,Start,Tunisia,NORTHERN AFRICA,11.8
Kamel Jendoubi,1096588426,C,Tunisia,NORTHERN AFRICA,11.8
Faten Kallel,1104318224,Start,Tunisia,NORTHERN AFRICA,11.8
Ibrahim Kassas,1006730604,Stub,Tunisia,NORTHERN AFRICA,11.8
Othman Kechrid,1098427519,Start,Tunisia,NORTHERN AFRICA,11.8
Omezzine Khelifa,1108838195,Start,Tunisia,NORTHERN AFRICA,11.8
Slaheddine Maaoui,1106829472,Start,Tunisia,NORTHERN AFRICA,11.8
Selma Hédia Mabrouk,1106121277,GA,Tunisia,NORTHERN AFRICA,11.8
Zouhair Maghzaoui,1049597900,Stub,Tunisia,NORTHERN AFRICA,11.8
Seifeddine Makhlouf,1102503035,Stub,Tunisia,NORTHERN AFRICA,11.8
Mohamed Masmoudi,1061142712,Stub,Tunisia,NORTHERN AFRICA,11.8
Mustapha Masmoudi,1090592661,Stub,Tunisia,NORTHERN AFRICA,11.8
Tarak Mekki,1061580986,Start,Tunisia,NORTHERN AFRICA,11.8
Ahmed Mestiri,1107510416,Stub,Tunisia,NORTHERN AFRICA,11.8
Abir Moussi,1107177286,C,Tunisia,NORTHERN AFRICA,11.8
Naceur Ben Jaâfar,994431648,C,Tunisia,NORTHERN AFRICA,11.8
Nizar Ben Néji,1106907647,Start,Tunisia,NORTHERN AFRICA,11.8
Mahmud Qabadu,1085035197,B,Tunisia,NORTHERN AFRICA,11.8
Giuseppe Raffo,1100063840,C,Tunisia,NORTHERN AFRICA,11.8
Mustapha Saheb Ettabaa,1097001600,Start,Tunisia,NORTHERN AFRICA,11.8
Salah Farhat,1080735914,C,Tunisia,NORTHERN AFRICA,11.8
Saïda Sassi,1049417844,C,Tunisia,NORTHERN AFRICA,11.8
Béchir Sfar,1065301288,GA,Tunisia,NORTHERN AFRICA,11.8
Tahar Sfar,1098187195,C,Tunisia,NORTHERN AFRICA,11.8
Ahmed Tlili,1100681508,C,Tunisia,NORTHERN AFRICA,11.8
Imed Trabelsi,1109307513,C,Tunisia,NORTHERN AFRICA,11.8
Tahar Zaouche,1086366147,Start,Tunisia,NORTHERN AFRICA,11.8
Mohamed Larbi Zarrouk,1024945176,Start,Tunisia,NORTHERN AFRICA,11.8
Ali Zouaoui,1061578606,Stub,Tunisia,NORTHERN AFRICA,11.8
Avni Akyol,972819844,Start,Turkey,WESTERN ASIA,85.2
Ali Cenani,1080863717,Start,Turkey,WESTERN ASIA,85.2
Cihan Alptekin,1103635235,Stub,Turkey,WESTERN ASIA,85.2
Kadri Altay,1046410960,Stub,Turkey,WESTERN ASIA,85.2
Fahrettin Altun,1102307873,Start,Turkey,WESTERN ASIA,85.2
Oğuzhan Asiltürk,1111940370,Start,Turkey,WESTERN ASIA,85.2
Abdulrahman Bashkan,979420832,Start,Turkey,WESTERN ASIA,85.2
Hasan Basri Güzeloğlu,1032453138,Stub,Turkey,WESTERN ASIA,85.2
Tuna Bekleviç,1111944564,C,Turkey,WESTERN ASIA,85.2
Cemil Bilsel,1048701310,Start,Turkey,WESTERN ASIA,85.2
Metin Bostancıoğlu,1006915445,Stub,Turkey,WESTERN ASIA,85.2
Burhan Belge,1105927779,Stub,Turkey,WESTERN ASIA,85.2
Ahmet Çakır,1113419966,Stub,Turkey,WESTERN ASIA,85.2
Sabahattin Cevheri,1080005744,Stub,Turkey,WESTERN ASIA,85.2
Tuncay Dinç,1074731026,Start,Turkey,WESTERN ASIA,85.2
Fatih Dönmez,1113668668,Start,Turkey,WESTERN ASIA,85.2
Zeki Eker,1113132655,Start,Turkey,WESTERN ASIA,85.2
Eyüp Sabri Hayırlıoğlu,1072980918,Stub,Turkey,WESTERN ASIA,85.2
Ali Fidan,1111306630,Start,Turkey,WESTERN ASIA,85.2
Taha Genç,999572645,Start,Turkey,WESTERN ASIA,85.2
Hafız Mehmet,1070902114,C,Turkey,WESTERN ASIA,85.2
Hasan Reşit Tankut,1105466117,C,Turkey,WESTERN ASIA,85.2
Suphi Nuri İleri,1097981546,Stub,Turkey,WESTERN ASIA,85.2
Ali İnci,1078191854,Stub,Turkey,WESTERN ASIA,85.2
Atıf Kamçıl,1114425467,C,Turkey,WESTERN ASIA,85.2
Gülizar Biçer Karaca,1098029081,Start,Turkey,WESTERN ASIA,85.2
Tuncer Kayalar,1063422822,Start,Turkey,WESTERN ASIA,85.2
İmran Kılıç,1099828216,Stub,Turkey,WESTERN ASIA,85.2
Ertuğrul Mat,1094920450,Start,Turkey,WESTERN ASIA,85.2
Abdurrahman Melek,1081860109,Start,Turkey,WESTERN ASIA,85.2
Mustafa Arif Deymer,1114426898,Start,Turkey,WESTERN ASIA,85.2
Mustafa Baki Ersoy,1112461007,Stub,Turkey,WESTERN ASIA,85.2
Memduh Oğuz,1106742651,Start,Turkey,WESTERN ASIA,85.2
Saruhan Oluç,1087058807,Start,Turkey,WESTERN ASIA,85.2
Fuat Necati Öncel,1107204738,Start,Turkey,WESTERN ASIA,85.2
Cahit Ortaç,1102536671,Stub,Turkey,WESTERN ASIA,85.2
Osman Nuri Önügören,1098309565,Start,Turkey,WESTERN ASIA,85.2
Korkut Özal,1096600808,Start,Turkey,WESTERN ASIA,85.2
Faik Ali Ozansoy,1087125829,C,Turkey,WESTERN ASIA,85.2
Vahdettin Özkan,1105548891,Start,Turkey,WESTERN ASIA,85.2
Musa Piroğlu,1011055984,Start,Turkey,WESTERN ASIA,85.2
Reşit Ronabar,1107235915,Stub,Turkey,WESTERN ASIA,85.2
Mustafa Sabri,1114427656,C,Turkey,WESTERN ASIA,85.2
Namık Kemal Şentürk,1101759070,Stub,Turkey,WESTERN ASIA,85.2
Kader Sevinc,940385995,Stub,Turkey,WESTERN ASIA,85.2
Hüseyin Sungur,1109008689,Stub,Turkey,WESTERN ASIA,85.2
Hacı Garip Taner,994034094,Start,Turkey,WESTERN ASIA,85.2
Kemal Tekden,1065754568,Stub,Turkey,WESTERN ASIA,85.2
Mustafa Timisi,1096296979,Start,Turkey,WESTERN ASIA,85.2
Tunalı Hilmi,1115754313,C,Turkey,WESTERN ASIA,85.2
Turgut Okyay,1098310527,Start,Turkey,WESTERN ASIA,85.2
Ziya Uğur,1087058939,Stub,Turkey,WESTERN ASIA,85.2
Suut Kemal Yetkin,1107549467,Start,Turkey,WESTERN ASIA,85.2
Serdar Hüseyin Yıldırım,1082780319,Stub,Turkey,WESTERN ASIA,85.2
Ahmet Reyiz Yılmaz,1060518774,Start,Turkey,WESTERN ASIA,85.2
Baha Cemal Zağra,1087058074,Stub,Turkey,WESTERN ASIA,85.2
Khalnazar Agakhanov,1069230773,Stub,Turkmenistan,CENTRAL ASIA,6.4
Saparmyrat Batyrow,905078855,Stub,Turkmenistan,CENTRAL ASIA,6.4
Annaguly Deryayev,1033082438,Stub,Turkmenistan,CENTRAL ASIA,6.4
Shamuhammet Durdylyyev,1077529862,C,Turkmenistan,CENTRAL ASIA,6.4
Mammetmyrat Geldinyyazov,1033103406,Stub,Turkmenistan,CENTRAL ASIA,6.4
Akmyrat Rejepow,1106343655,Stub,Turkmenistan,CENTRAL ASIA,6.4
Ata Serdarov,1082411763,Start,Turkmenistan,CENTRAL ASIA,6.4
Nazar Suyunov,1098282032,Stub,Turkmenistan,CENTRAL ASIA,6.4
Teniku Talesi,1105357928,Start,Tuvalu,OCEANIA,0.0
Ielemia Ministry,1110459840,Start,Tuvalu,OCEANIA,0.0
Iakoba Italeli,1112876425,GA,Tuvalu,OCEANIA,0.0
Lotoala Metia,1048653554,C,Tuvalu,OCEANIA,0.0
Henry Naisali,1067976437,C,Tuvalu,OCEANIA,0.0
Falesa Pitoi,1069026585,Start,Tuvalu,OCEANIA,0.0
Second Toafa Ministry,1110459929,Start,Tuvalu,OCEANIA,0.0
Taom Tanukale,1048466076,Start,Tuvalu,OCEANIA,0.0
Telavi Ministry,1110459962,Start,Tuvalu,OCEANIA,0.0
Fiatau Penitala Teo,1069888129,Start,Tuvalu,OCEANIA,0.0
Solofa Uota,994787433,Stub,Tuvalu,OCEANIA,0.0
Ssendi Mosh Afrikan,1115116952,Start,Uganda,EAST AFRICA,47.2
Apollo Ofwono,1099627033,Stub,Uganda,EAST AFRICA,47.2
Christine Apolot,1079944698,Start,Uganda,EAST AFRICA,47.2
Florence Akiiki Asiimwe,1027457516,Start,Uganda,EAST AFRICA,47.2
Charles Ayume,1086952268,Start,Uganda,EAST AFRICA,47.2
Edith Mary Bataringaya,1095198944,GA,Uganda,EAST AFRICA,47.2
Flavia Rwabuhoro Kabahenda,1081460224,Start,Uganda,EAST AFRICA,47.2
John Kabaireho,944462983,Stub,Uganda,EAST AFRICA,47.2
Joseph Kabuleta,1112443092,C,Uganda,EAST AFRICA,47.2
Apollo Kaggwa,1074999358,C,Uganda,EAST AFRICA,47.2
Michael Kawalya Kagwa,943104033,Stub,Uganda,EAST AFRICA,47.2
Robert Mugabe Kakyebezi,1055443363,Start,Uganda,EAST AFRICA,47.2
Paulo Kavuma,1079821209,Stub,Uganda,EAST AFRICA,47.2
Patrick Kayemba,1036632663,Stub,Uganda,EAST AFRICA,47.2
Daniel Kidega,1110604657,Start,Uganda,EAST AFRICA,47.2
Yabezi Kiiza,994379167,Stub,Uganda,EAST AFRICA,47.2
Pumla Kisosonkole,1092915114,Start,Uganda,EAST AFRICA,47.2
Annie Logiel,1078602113,C,Uganda,EAST AFRICA,47.2
James Mamawi,1078845109,Stub,Uganda,EAST AFRICA,47.2
Jack Maumbe Mukhwana,1092597474,Start,Uganda,EAST AFRICA,47.2
Willy Mayambala,1078608465,Start,Uganda,EAST AFRICA,47.2
Kibirige Mayanja,1108117021,Start,Uganda,EAST AFRICA,47.2
Tamale Mirundi,1101412229,Start,Uganda,EAST AFRICA,47.2
Moses Okot Jr,1114291552,Stub,Uganda,EAST AFRICA,47.2
Mathias Mpuuga,1110819197,Start,Uganda,EAST AFRICA,47.2
Mary Mugyenyi,1106033973,Stub,Uganda,EAST AFRICA,47.2
Isaac Mulindwa,994241314,Start,Uganda,EAST AFRICA,47.2
Besueri Kiwanuka Lusse Mulondo,1061210640,Stub,Uganda,EAST AFRICA,47.2
Victoria Mwaka,1074997953,Start,Uganda,EAST AFRICA,47.2
Fred Mwesigye,1108117561,Start,Uganda,EAST AFRICA,47.2
Faridah Nambi,1053605372,Start,Uganda,EAST AFRICA,47.2
Ndyomugyenyi Roland Bish,1108945638,Start,Uganda,EAST AFRICA,47.2
Asinansi Nyakato,1113889681,Start,Uganda,EAST AFRICA,47.2
Geoffrey Onegi Obel,1081665502,Start,Uganda,EAST AFRICA,47.2
Onegi Obel,1102430835,Start,Uganda,EAST AFRICA,47.2
James Obita,994193575,Stub,Uganda,EAST AFRICA,47.2
Amos Okot,1094002050,Stub,Uganda,EAST AFRICA,47.2
Bosmic Otim,1095364177,Start,Uganda,EAST AFRICA,47.2
Ricky Richard Anywar,1080532652,Start,Uganda,EAST AFRICA,47.2
Ruth Molly Lematia,1100462639,Start,Uganda,EAST AFRICA,47.2
Eric Sakwa,1092463612,Stub,Uganda,EAST AFRICA,47.2
Sitenda Sebalu,1015498267,Stub,Uganda,EAST AFRICA,47.2
Wilson Tumwine,1036632061,Stub,Uganda,EAST AFRICA,47.2
Sarah Nambozo Wekomba,1027458500,Start,Uganda,EAST AFRICA,47.2
Sergey Abisov,1113303500,Start,Russia,EASTERN EUROPE,144.3
Sergey Abisov,1113303500,Start,Ukraine,EASTERN EUROPE,41.0
Oleksiy Arestovych,1112822378,Stub,Ukraine,EASTERN EUROPE,41.0
Oleh Barna,1107628544,Stub,Ukraine,EASTERN EUROPE,41.0
Alexander Barybin,1076927507,Start,Ukraine,EASTERN EUROPE,41.0
Andriy Beshta,1112281458,Stub,Ukraine,EASTERN EUROPE,41.0
Yurii Biriukov (volunteer),1113311776,GA,Ukraine,EASTERN EUROPE,41.0
Ivan Bisyuk,1110372331,Stub,Ukraine,EASTERN EUROPE,41.0
Ihor Brusylo,1114239760,Start,Ukraine,EASTERN EUROPE,41.0
Maksym Buzhanskyi,1110790502,Start,Ukraine,EASTERN EUROPE,41.0
Vyacheslav Chaus,1088343177,Start,Ukraine,EASTERN EUROPE,41.0
Dmytriy Leonidovich Cherniavskiy,1111097065,Stub,Ukraine,EASTERN EUROPE,41.0
Ihor Dolhov,1112281494,Start,Ukraine,EASTERN EUROPE,41.0
Anatoliy Fedorchuk,1106717687,Start,Ukraine,EASTERN EUROPE,41.0
Ivan Gel,1101905255,Stub,Ukraine,EASTERN EUROPE,41.0
Izet Hdanov,993291382,Start,Ukraine,EASTERN EUROPE,41.0
Valeriy Holovko,1096074639,Start,Ukraine,EASTERN EUROPE,41.0
Oleksandr Honcharenko,1114108183,C,Ukraine,EASTERN EUROPE,41.0
Borys Hrinchenko,1111107417,C,Ukraine,EASTERN EUROPE,41.0
Igor Zhovkva,1114395779,Stub,Ukraine,EASTERN EUROPE,41.0
Stepan Ivakhiv,1107524870,Start,Ukraine,EASTERN EUROPE,41.0
Andrey Vladimirovich Ivanchuk,1114165727,Start,Ukraine,EASTERN EUROPE,41.0
Konstantin Ivashchenko,1115427640,Start,Ukraine,EASTERN EUROPE,41.0
Vasily Karazin,1115394447,C,Ukraine,EASTERN EUROPE,41.0
Dmytro Kashchuk,1102174104,Start,Ukraine,EASTERN EUROPE,41.0
Ihor Kharchenko,1112281498,Start,Ukraine,EASTERN EUROPE,41.0
Klitschko brothers,1115675613,GA,Ukraine,EASTERN EUROPE,41.0
Roman Kostenko,1110759963,Start,Ukraine,EASTERN EUROPE,41.0
Mykola Kulinich,1077703729,Start,Ukraine,EASTERN EUROPE,41.0
Volodymyr Kuratchenko,1102923903,Start,Ukraine,EASTERN EUROPE,41.0
Vitalii Kurylo,1110760257,C,Ukraine,EASTERN EUROPE,41.0
Anatolii Kutsevol,1109643440,C,Ukraine,EASTERN EUROPE,41.0
Ihor Kyzym,1112281503,Start,Ukraine,EASTERN EUROPE,41.0
Hennadiy Lahuta,1114221445,Stub,Ukraine,EASTERN EUROPE,41.0
Andriy Maryanovych Levus,1073830494,Start,Ukraine,EASTERN EUROPE,41.0
Ivan Lypa,1089430147,Start,Ukraine,EASTERN EUROPE,41.0
Arnold Margolin,1113785341,C,Ukraine,EASTERN EUROPE,41.0
Oleh Meidych,1088155194,Start,Ukraine,EASTERN EUROPE,41.0
Oleksandr Motsyk,1112281609,C,Ukraine,EASTERN EUROPE,41.0
Volodymyr Mulyava,1112079048,Stub,Ukraine,EASTERN EUROPE,41.0
Oleh Kulinich,1110792268,GA,Ukraine,EASTERN EUROPE,41.0
Oleksii Dniprov,1099227768,C,Ukraine,EASTERN EUROPE,41.0
Vyacheslav Ovechkin,1115205187,Start,Ukraine,EASTERN EUROPE,41.0
Mykhailo Podolyak,1115621000,C,Ukraine,EASTERN EUROPE,41.0
Vasyl Poraiko,1101901817,Start,Ukraine,EASTERN EUROPE,41.0
Mykhailo Reznik,1079037070,Start,Ukraine,EASTERN EUROPE,41.0
Mykola Riabovil,1104756294,Stub,Ukraine,EASTERN EUROPE,41.0
Roman Mashovets,1098361744,Start,Ukraine,EASTERN EUROPE,41.0
Mykola Romanyuk,1114107598,Start,Ukraine,EASTERN EUROPE,41.0
Viacheslav Rublyov,1088155670,Start,Ukraine,EASTERN EUROPE,41.0
Oleksandr Ruzhytskyi,1004085657,Start,Ukraine,EASTERN EUROPE,41.0
Ihor Sahach,1112281519,Start,Ukraine,EASTERN EUROPE,41.0
Volodymyr Saldo,1115428495,GA,Ukraine,EASTERN EUROPE,41.0
Volodymyr Serhiychuk,1101913378,Start,Ukraine,EASTERN EUROPE,41.0
Oleh Shamshur,1062902165,Start,Ukraine,EASTERN EUROPE,41.0
Serhiy Shefir,1114898320,Start,Ukraine,EASTERN EUROPE,41.0
Volodymyr Stelmakh,1114407298,Start,Ukraine,EASTERN EUROPE,41.0
Ivan Steshenko,1114389400,Start,Ukraine,EASTERN EUROPE,41.0
Viacheslav Suprunenko,1090084846,Start,Ukraine,EASTERN EUROPE,41.0
Taras Tarasenko,1106858636,Start,Ukraine,EASTERN EUROPE,41.0
Tamila Tasheva,1114651868,Start,Ukraine,EASTERN EUROPE,41.0
Sergei Timchenko,1000483365,Start,Ukraine,EASTERN EUROPE,41.0
Volodymyr Tsvil,1103910885,C,Ukraine,EASTERN EUROPE,41.0
Volodymyr Tyahlo,1112281717,Start,Ukraine,EASTERN EUROPE,41.0
Kyrylo Tymoshenko,1113849072,C,Ukraine,EASTERN EUROPE,41.0
Evgeniy Udod,1077551665,Start,Ukraine,EASTERN EUROPE,41.0
Andriy Veselovsky,1112281468,Start,Ukraine,EASTERN EUROPE,41.0
Dmytro Vorona,1077325555,Start,Ukraine,EASTERN EUROPE,41.0
Mykola Yankovsky,1112731901,C,Ukraine,EASTERN EUROPE,41.0
Alla Yaroshinskaya,1046568571,C,Ukraine,EASTERN EUROPE,41.0
