article_title,revision_Id,article_quality,country,region,population
Kostiantyn Yastrub,1101911244,Stub,Ukraine,EASTERN EUROPE,41.0
Anatoliy Zasukha,1115198892,Start,Ukraine,EASTERN EUROPE,41.0
Natalya Zemna,1101899569,Start,Ukraine,EASTERN EUROPE,41.0
Vitaly Zholobov,1101902703,Start,Ukraine,EASTERN EUROPE,41.0
Abdullah Omran Taryam,1101527320,Start,United Arab Emirates,WESTERN ASIA,9.4
Jouan Salem Al Dhaheri,1031059903,Start,United Arab Emirates,WESTERN ASIA,9.4
Hassan al Diqqi,1064960620,C,United Arab Emirates,WESTERN ASIA,9.4
Rashid Ahmad bin Fahad,1066819166,Stub,United Arab Emirates,WESTERN ASIA,9.4
Mohammad Al Gergawi,1060182336,Start,United Arab Emirates,WESTERN ASIA,9.4
Saqr Ghobash,1102847766,Stub,United Arab Emirates,WESTERN ASIA,9.4
Hamdan bin Mohammed Al Nahyan,1100295706,Stub,United Arab Emirates,WESTERN ASIA,9.4
Mohammed Khalfan Bin Kharbash,748526554,Stub,United Arab Emirates,WESTERN ASIA,9.4
Ahmed bin Rashid Al Maktoum,1095235425,Start,United Arab Emirates,WESTERN ASIA,9.4
Ahmed bin Saeed Al Maktoum,1107590032,C,United Arab Emirates,WESTERN ASIA,9.4
Hamdan bin Rashid Al Maktoum,1110689861,C,United Arab Emirates,WESTERN ASIA,9.4
Maktoum bin Rashid Al Maktoum,1107670119,C,United Arab Emirates,WESTERN ASIA,9.4
Mohammed bin Khalifa Al Maktoum,949517140,Stub,United Arab Emirates,WESTERN ASIA,9.4
Mohammed bin Rashid Al Maktoum,1114185256,GA,United Arab Emirates,WESTERN ASIA,9.4
Saeed bin Maktoum bin Hasher Al Maktoum,1102931394,GA,United Arab Emirates,WESTERN ASIA,9.4
Hawaa Al Mansoori,1110913016,GA,United Arab Emirates,WESTERN ASIA,9.4
Sultan bin Saeed Al Mansoori,1092057370,Start,United Arab Emirates,WESTERN ASIA,9.4
Mansour bin Zayed Al Nahyan,1114026346,GA,United Arab Emirates,WESTERN ASIA,9.4
Abdulla bin Touq Al Marri,1104185628,C,United Arab Emirates,WESTERN ASIA,9.4
Mohammed bin Saud Al Qasimi,1096731396,Start,United Arab Emirates,WESTERN ASIA,9.4
Abdullah bin Zayed Al Nahyan,1105633932,C,United Arab Emirates,WESTERN ASIA,9.4
Hamdan bin Zayed bin Sultan Al Nahyan,1103862154,C,United Arab Emirates,WESTERN ASIA,9.4
Hamed bin Zayed Al Nahyan,1110822952,C,United Arab Emirates,WESTERN ASIA,9.4
Khaled bin Mohamed Al Nahyan,1098125658,C,United Arab Emirates,WESTERN ASIA,9.4
Mohammed bin Khalifa bin Zayed Al Nahyan,1087827974,Stub,United Arab Emirates,WESTERN ASIA,9.4
Mohamed bin Zayed Al Nahyan,1115627314,B,United Arab Emirates,WESTERN ASIA,9.4
Nahyan bin Mubarak Al Nahyan,1096917914,C,United Arab Emirates,WESTERN ASIA,9.4
Saeed bin Zayed Al Nahyan,1088459908,C,United Arab Emirates,WESTERN ASIA,9.4
Shakhbut bin Sultan Al Nahyan,1108320319,Start,United Arab Emirates,WESTERN ASIA,9.4
Sultan bin Zayed bin Sultan Al Nahyan,1112079022,Start,United Arab Emirates,WESTERN ASIA,9.4
Rashid Abdullah Al Nuaimi,1099278432,Start,United Arab Emirates,WESTERN ASIA,9.4
Saqr bin Zayed Al Nahyan,1088798567,Stub,United Arab Emirates,WESTERN ASIA,9.4
Mohammed Hussein Al Shaali,1072415676,Stub,United Arab Emirates,WESTERN ASIA,9.4
Abdulaziz Nasser Al Shamsi,993314704,Start,United Arab Emirates,WESTERN ASIA,9.4
Ahmed Bin Khalifa Al Suwaidi,1077175786,Stub,United Arab Emirates,WESTERN ASIA,9.4
Taryam Omran Taryam,1102816569,Start,United Arab Emirates,WESTERN ASIA,9.4
Ahmad Al Tayer,991317533,Stub,United Arab Emirates,WESTERN ASIA,9.4
Luis Almagro,1114683691,GA,Uruguay,SOUTH AMERICA,3.6
José Gervasio Artigas,1100186329,C,Uruguay,SOUTH AMERICA,3.6
Artigas Barrios,1101999869,Stub,Uruguay,SOUTH AMERICA,3.6
Sebastián Bauzá,1108122058,Start,Uruguay,SOUTH AMERICA,3.6
Mónica Bottero,1092915419,Start,Uruguay,SOUTH AMERICA,3.6
Jorge Bruni,1101182986,Stub,Uruguay,SOUTH AMERICA,3.6
Guillermo Chifflet,1101759783,Stub,Uruguay,SOUTH AMERICA,3.6
Guillermo Domenech,1097158325,Start,Uruguay,SOUTH AMERICA,3.6
Lorenzo Antonio Fernández,1077548180,Stub,Uruguay,SOUTH AMERICA,3.6
Pedro Figari,1096488492,C,Uruguay,SOUTH AMERICA,3.6
Liliam Kechichián,1093592844,Start,Uruguay,SOUTH AMERICA,3.6
Dámaso Antonio Larrañaga,1095942696,Stub,Uruguay,SOUTH AMERICA,3.6
Juan Francisco Larrobla,1077548411,Stub,Uruguay,SOUTH AMERICA,3.6
Eduardo Lorier,1018727512,Stub,Uruguay,SOUTH AMERICA,3.6
Hector Luisi,1043438229,Stub,Uruguay,SOUTH AMERICA,3.6
Guido Manini Ríos,1079832027,C,Uruguay,SOUTH AMERICA,3.6
Isidoro de María,1087592025,Stub,Uruguay,SOUTH AMERICA,3.6
Luis Melián Lafinur,946357029,Start,Uruguay,SOUTH AMERICA,3.6
Eudoro Melo,1064709933,Stub,Uruguay,SOUTH AMERICA,3.6
Antonio Mercader,1112103352,Start,Uruguay,SOUTH AMERICA,3.6
Pablo Mieres,1096493075,Start,Uruguay,SOUTH AMERICA,3.6
José Benito Monterroso,1085377711,Stub,Uruguay,SOUTH AMERICA,3.6
Tristán Narvaja,1028276227,Start,Uruguay,SOUTH AMERICA,3.6
Gonzalo Nin Novoa,1106146731,Stub,Uruguay,SOUTH AMERICA,3.6
Edgardo Novick,1072847041,Stub,Uruguay,SOUTH AMERICA,3.6
María Inés Obaldía,1098806307,Start,Uruguay,SOUTH AMERICA,3.6
Yamandú Orsi,1108465608,Stub,Uruguay,SOUTH AMERICA,3.6
José Brito del Pino,1093299461,C,Uruguay,SOUTH AMERICA,3.6
Enrique Pintado,1093592786,Stub,Uruguay,SOUTH AMERICA,3.6
Carlos Pita (politician),1093592777,Start,Uruguay,SOUTH AMERICA,3.6
Carlos Quijano,1096495833,Stub,Uruguay,SOUTH AMERICA,3.6
Laura Raffo,1099030150,C,Uruguay,SOUTH AMERICA,3.6
José Rondeau,1110216581,Start,Uruguay,SOUTH AMERICA,3.6
Elbio Rosselli,1091814257,Stub,Uruguay,SOUTH AMERICA,3.6
Florencio Sánchez,1093592743,C,Uruguay,SOUTH AMERICA,3.6
José Pedro Varela,1112343404,Stub,Uruguay,SOUTH AMERICA,3.6
Pedro Vaz (diplomat),1108530199,Stub,Uruguay,SOUTH AMERICA,3.6
Mateo Vidal,1093592713,Stub,Uruguay,SOUTH AMERICA,3.6
Jorge Zabalza,1109679712,Start,Uruguay,SOUTH AMERICA,3.6
Ikhtiyor Abdullayev,1112790355,Start,Uzbekistan,CENTRAL ASIA,35.6
Adham Ahmedbaev,1104048329,Start,Uzbekistan,CENTRAL ASIA,35.6
Abdusalom Azizov,1042510105,Start,Uzbekistan,CENTRAL ASIA,35.6
Uktam Barnoev,1103938662,Start,Uzbekistan,CENTRAL ASIA,35.6
Sa'dulla Begaliyev,1104048588,Stub,Uzbekistan,CENTRAL ASIA,35.6
Rustam Inoyatov,1113270583,Start,Uzbekistan,CENTRAL ASIA,35.6
Rashid Kadyrov,1099053977,C,Uzbekistan,CENTRAL ASIA,35.6
Karim Kamalov,1111368812,Start,Uzbekistan,CENTRAL ASIA,35.6
Tatyana Karimova,1091073846,C,Uzbekistan,CENTRAL ASIA,35.6
Bakhodir Kurbanov (general),1110670316,Start,Uzbekistan,CENTRAL ASIA,35.6
Jahangir Mamatov,1088541836,C,Uzbekistan,CENTRAL ASIA,35.6
Boʻritosh Mustafoyev,1091522486,Stub,Uzbekistan,CENTRAL ASIA,35.6
Narzullo Oblomurodov,1104049435,Start,Uzbekistan,CENTRAL ASIA,35.6
Baxtiyor Rahimov,1072991397,Start,Uzbekistan,CENTRAL ASIA,35.6
Bekjon Rakhmonov,1005182220,Start,Uzbekistan,CENTRAL ASIA,35.6
Bakhodir Khan Turkistan,1087529697,B,Uzbekistan,CENTRAL ASIA,35.6
Vincent Lunabek,1016873706,Stub,Vanuatu,OCEANIA,0.3
President of Vanuatu,1107010400,Start,Vanuatu,OCEANIA,0.3
Seule Simeon,1104142992,Stub,Vanuatu,OCEANIA,0.3
Jimmy Stevens (politician),1079035231,Start,Vanuatu,OCEANIA,0.3
Dinh Van Than,1095441948,C,Vanuatu,OCEANIA,0.3
Fernando Adames Torres,1024688075,Start,Venezuela,SOUTH AMERICA,28.3
Fidel Barbarito,1053753601,Stub,Venezuela,SOUTH AMERICA,28.3
Marialbert Barrios,1035318762,Stub,Venezuela,SOUTH AMERICA,28.3
Pedro Bastidas,1099984323,Start,Venezuela,SOUTH AMERICA,28.3
Alejandra Benítez,1109304962,Start,Venezuela,SOUTH AMERICA,28.3
José Brito (politician),1112801304,Start,Venezuela,SOUTH AMERICA,28.3
Rubén González Cárdenas,1097447701,C,Venezuela,SOUTH AMERICA,28.3
José Curiel,1094123337,Stub,Venezuela,SOUTH AMERICA,28.3
Felix Díaz Ortega,904555437,Start,Venezuela,SOUTH AMERICA,28.3
Vicente José Gregorio Díaz Silva,815743767,Stub,Venezuela,SOUTH AMERICA,28.3
Alí Domínguez,1112560417,C,Venezuela,SOUTH AMERICA,28.3
Franklyn Duarte,994234240,Start,Venezuela,SOUTH AMERICA,28.3
Alberto Franceschi,1098325131,Start,Venezuela,SOUTH AMERICA,28.3
Arnoldo Gabaldón,1112407117,C,Venezuela,SOUTH AMERICA,28.3
Evangelina García Prince,1108538199,Stub,Venezuela,SOUTH AMERICA,28.3
Vladimir Augusto Gessen Rodríguez,1031792568,Stub,Venezuela,SOUTH AMERICA,28.3
César González Martínez,1114086629,C,Venezuela,SOUTH AMERICA,28.3
Luis Graterol Caraballo,1092954847,Start,Venezuela,SOUTH AMERICA,28.3
Liborio Guarulla,1115758389,C,Venezuela,SOUTH AMERICA,28.3
Maryann Hanson,1036872382,Stub,Venezuela,SOUTH AMERICA,28.3
Reinaldo Iturriza,1065821521,Stub,Venezuela,SOUTH AMERICA,28.3
Andrés Izarra,1057179536,Start,Venezuela,SOUTH AMERICA,28.3
José Bernabé Gutiérrez,1050440187,Start,Venezuela,SOUTH AMERICA,28.3
Reinaldo Leandro Mora,1106693473,Start,Venezuela,SOUTH AMERICA,28.3
Carlos Augusto León,1085691550,Start,Venezuela,SOUTH AMERICA,28.3
Ramón Lobo (economist),1007721364,Start,Venezuela,SOUTH AMERICA,28.3
Manuel Quevedo,1105549237,Stub,Venezuela,SOUTH AMERICA,28.3
María Cristina Iglesias,1038020560,Stub,Venezuela,SOUTH AMERICA,28.3
Jorge Elieser Márquez,1107285025,Start,Venezuela,SOUTH AMERICA,28.3
Américo Martín,1098325144,Stub,Venezuela,SOUTH AMERICA,28.3
Nelson Martínez (politician),1107146847,Stub,Venezuela,SOUTH AMERICA,28.3
Carlos Mata Figueroa,1106249914,Stub,Venezuela,SOUTH AMERICA,28.3
Manuel Antonio Matos,1073559994,Start,Venezuela,SOUTH AMERICA,28.3
Ricardo José Menéndez Prieto,1059606624,Start,Venezuela,SOUTH AMERICA,28.3
Nelson Merentes,1070050745,Start,Venezuela,SOUTH AMERICA,28.3
Francisco de Miranda,1112724061,B,Venezuela,SOUTH AMERICA,28.3
Diego Alfredo Molero Bellavia,1012172289,Stub,Venezuela,SOUTH AMERICA,28.3
Venancio Antonio Morin,959659970,Stub,Venezuela,SOUTH AMERICA,28.3
Reinaldo Muñoz Pedroza,1111138140,Stub,Venezuela,SOUTH AMERICA,28.3
Dia Nader de El-Andari,1084711403,Start,Venezuela,SOUTH AMERICA,28.3
Moisés Naím,1100729862,C,Venezuela,SOUTH AMERICA,28.3
Freddy Ñáñez,1107284988,Stub,Venezuela,SOUTH AMERICA,28.3
Ana Elisa Osorio,1083403033,Start,Venezuela,SOUTH AMERICA,28.3
Renny Ottolina,1102102358,C,Venezuela,SOUTH AMERICA,28.3
Alejandro Peña Esclusa,1092462652,C,Venezuela,SOUTH AMERICA,28.3
Miguel Peña (politician),1081907295,Stub,Venezuela,SOUTH AMERICA,28.3
Lewis Pérez,1112290082,Start,Venezuela,SOUTH AMERICA,28.3
Arkiely Perfecto,1063238343,Start,Venezuela,SOUTH AMERICA,28.3
Eduardo Piñate,1107284945,Start,Venezuela,SOUTH AMERICA,28.3
Humberto Prado,1097454386,Start,Venezuela,SOUTH AMERICA,28.3
Omar Prieto,1057906272,Start,Venezuela,SOUTH AMERICA,28.3
Benjamín Rausseo,1076075290,Start,Venezuela,SOUTH AMERICA,28.3
Manuel Felipe Rugeles,1072064926,Stub,Venezuela,SOUTH AMERICA,28.3
Milena Sardi de Selle,1084711482,Stub,Venezuela,SOUTH AMERICA,28.3
Carlos Eduardo Stolk,1068453445,Start,Venezuela,SOUTH AMERICA,28.3
Bolivia Suárez,1103745316,Stub,Venezuela,SOUTH AMERICA,28.3
Gustavo Tarre,1114710611,C,Venezuela,SOUTH AMERICA,28.3
José Herrera Uslar,1108379965,Start,Venezuela,SOUTH AMERICA,28.3
Addy Valero,1104812576,Start,Venezuela,SOUTH AMERICA,28.3
José Antonio Velutini,1090864613,Start,Venezuela,SOUTH AMERICA,28.3
Henry Ventura,1103010863,Stub,Venezuela,SOUTH AMERICA,28.3
Nervis Villalobos,1098002474,C,Venezuela,SOUTH AMERICA,28.3
Bùi Tiến Dũng (politician),1106913410,Stub,Vietnam,SOUTHEAST ASIA,99.4
Chu Văn An,1105680159,Start,Vietnam,SOUTHEAST ASIA,99.4
Đinh Xuân Quảng,1101628325,B,Vietnam,SOUTHEAST ASIA,99.4
Kiem Do,1105970447,Start,Vietnam,SOUTHEAST ASIA,99.4
Đỗ Quang Giai,1106913686,C,Vietnam,SOUTHEAST ASIA,99.4
Hồ Đắc Điềm,1099396979,Stub,Vietnam,SOUTHEAST ASIA,99.4
Hồ Văn Nhựt,1106111640,C,Vietnam,SOUTHEAST ASIA,99.4
Hoàng Cao Khải,1096532438,Stub,Vietnam,SOUTHEAST ASIA,99.4
Hoang Van Chi,1101628375,C,Vietnam,SOUTHEAST ASIA,99.4
Huỳnh Văn Cao,1104041830,Start,Vietnam,SOUTHEAST ASIA,99.4
Lê Minh Hương,1106651628,Stub,Vietnam,SOUTHEAST ASIA,99.4
Lê Quốc Minh,1106248998,C,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Đức Chung,1106670725,Start,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Duy Quý,1088453067,Stub,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Hợp Đoàn,1037311684,Start,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Quốc Cường,1106913394,Stub,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Thị Hồng (economist),1106913717,Stub,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Thị Thập,1109326679,Start,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Văn Huyền,1113747715,C,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Văn Lực,1106652276,Stub,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Văn Trân,1104374719,Stub,Vietnam,SOUTHEAST ASIA,99.4
Nguyễn Văn Xuân,1106670999,Stub,Vietnam,SOUTHEAST ASIA,99.4
Tran Minh Tiet,1106246862,C,Vietnam,SOUTHEAST ASIA,99.4
Trần Quốc Vượng (politician),1115261301,GA,Vietnam,SOUTHEAST ASIA,99.4
Trần Tuấn Anh,1095925201,Start,Vietnam,SOUTHEAST ASIA,99.4
Trương Đình Dzu,1100617047,GA,Vietnam,SOUTHEAST ASIA,99.4
Võ Văn Thưởng,1084426845,C,Vietnam,SOUTHEAST ASIA,99.4
Abdullah al-Alimi Bawazeer,1114576006,Start,Yemen,WESTERN ASIA,33.7
Abdullah Badheeb,1072508751,Start,Yemen,WESTERN ASIA,33.7
Fathi Tawfiq Abdulrahim,1095983583,Stub,Yemen,WESTERN ASIA,33.7
Hamid al-Ahmar,1109826174,Start,Yemen,WESTERN ASIA,33.7
Hashid Abdullah al-Ahmar,1110510064,Stub,Yemen,WESTERN ASIA,33.7
Sam Yahya Al-Ahmar,1109834119,Stub,Yemen,WESTERN ASIA,33.7
Abraham Aiyash,1103527715,Start,Yemen,WESTERN ASIA,33.7
Talal Aklan,1112622242,Stub,Yemen,WESTERN ASIA,33.7
Sultan al-Barakani,1113958239,Stub,Yemen,WESTERN ASIA,33.7
Ameen Ali al-Akimi,1115306104,Stub,Yemen,WESTERN ASIA,33.7
Muhammad Musa al-Amri,1021377348,C,Yemen,WESTERN ASIA,33.7
Murshed Al-Arashani,950136845,Stub,Yemen,WESTERN ASIA,33.7
Mohamed al-Atifi,1110144954,Stub,Yemen,WESTERN ASIA,33.7
Saleh Al-Aulaqi,1065927920,Stub,Yemen,WESTERN ASIA,33.7
Yasser Al-Awadi,1110510255,Stub,Yemen,WESTERN ASIA,33.7
Sagheer Hamoud Aziz,1115718990,C,Yemen,WESTERN ASIA,33.7
Abdul Qadir Bajamal,1104985248,Stub,Yemen,WESTERN ASIA,33.7
Mohammed Basindawa,1105895571,Start,Yemen,WESTERN ASIA,33.7
Ali Al Bukhaiti,1109047621,Stub,Yemen,WESTERN ASIA,33.7
Bruce Conde,1106422123,Start,Yemen,WESTERN ASIA,33.7
Abdul Wahab Al-Dailami,1101062213,Start,Yemen,WESTERN ASIA,33.7
Zayd Mutee' Dammaj,880830043,Start,Yemen,WESTERN ASIA,33.7
Ali Ahmad Nasser al-Dhahab,1106368440,Stub,Yemen,WESTERN ASIA,33.7
Nabil Hasan al-Faqih,1111769543,Stub,Yemen,WESTERN ASIA,33.7
Jalal Faqira,1090815388,Stub,Yemen,WESTERN ASIA,33.7
Faraj Salmin Al-Buhsani,1114525870,Stub,Yemen,WESTERN ASIA,33.7
Abdrabbuh Mansur Hadi,1109881396,C,Yemen,WESTERN ASIA,33.7
Hassan ibn Yahya,1109928076,Start,Yemen,WESTERN ASIA,33.7
Badreddin al-Houthi,1109926420,Stub,Yemen,WESTERN ASIA,33.7
Ibrahim Bin Ali Al Wazeer,1070211151,Start,Yemen,WESTERN ASIA,33.7
Ibrahim Haidan,1113928175,Stub,Yemen,WESTERN ASIA,33.7
Mohammed Lutf al-Iryani,902034742,Stub,Yemen,WESTERN ASIA,33.7
Abd Al-Rahman Ali Al-Jifri,1070785465,Start,Yemen,WESTERN ASIA,33.7
Tawakkol Karman,1114996123,GA,Yemen,WESTERN ASIA,33.7
Hussein Khairan,1107464188,Start,Yemen,WESTERN ASIA,33.7
Hasan al-Lawzi,1110174341,Stub,Yemen,WESTERN ASIA,33.7
Ahmed al-Maisari,1114348953,Stub,Yemen,WESTERN ASIA,33.7
Mohammed Ali Al-Maqdashi,1115113088,Stub,Yemen,WESTERN ASIA,33.7
Hooria Mashhour,1110863738,Start,Yemen,WESTERN ASIA,33.7
Huria Mashoor,1111069538,Start,Yemen,WESTERN ASIA,33.7
Mutaher al-Masri,1115731487,Stub,Yemen,WESTERN ASIA,33.7
Ahmad Awad bin Mubarak,1114134493,Start,Yemen,WESTERN ASIA,33.7
Muhammad bin Yahya bin Muhammad,1086283208,Stub,Yemen,WESTERN ASIA,33.7
Ali Muhammad Mujawar,1106369055,Stub,Yemen,WESTERN ASIA,33.7
Nasr Taha Mustafa,1110709467,Stub,Yemen,WESTERN ASIA,33.7
Abdul Qader Qahtan,1115729014,Start,Yemen,WESTERN ASIA,33.7
Mohamed Saleh Qara'a,1074122152,Stub,Yemen,WESTERN ASIA,33.7
Mohamed Qubaty,1113837714,C,Yemen,WESTERN ASIA,33.7
Rashad al-Alimi,1114504154,Start,Yemen,WESTERN ASIA,33.7
Abdulwahab al-Rawhani,1106993078,Start,Yemen,WESTERN ASIA,33.7
Mohammed al-Sabry,949762548,Stub,Yemen,WESTERN ASIA,33.7
Ali Abdullah Saleh,1109478607,GA,Yemen,WESTERN ASIA,33.7
Yahya Mohamed Abdullah Saleh,1079727895,Stub,Yemen,WESTERN ASIA,33.7
Abdullatif Al-Sayed,1112403460,Start,Yemen,WESTERN ASIA,33.7
Mohammad Sewar,1096055193,Stub,Yemen,WESTERN ASIA,33.7
Mahmoud al-Subaihi,1108837709,Start,Yemen,WESTERN ASIA,33.7
Saadaldeen Talib,1114946204,Start,Yemen,WESTERN ASIA,33.7
Ali Taysir,788482602,Stub,Yemen,WESTERN ASIA,33.7
Yahya Muhammad Hamid ed-Din,1114418962,C,Yemen,WESTERN ASIA,33.7
Riad Yassin,1110514216,Stub,Yemen,WESTERN ASIA,33.7
Aidarus al-Zoubaidi,1115038403,Start,Yemen,WESTERN ASIA,33.7
Sylvia Bambala Chalikosa,1081291691,Stub,Zambia,EAST AFRICA,20.0
Patrick Chikusu,1098315530,Start,Zambia,EAST AFRICA,20.0
Mirriam Chinyama Chonya,1090872334,Stub,Zambia,EAST AFRICA,20.0
Rosaria C. Fundanga,1090872335,Stub,Zambia,EAST AFRICA,20.0
Chibesa Kankasa,1090872459,Start,Zambia,EAST AFRICA,20.0
Chushi C. Kasanda,1090872343,Stub,Zambia,EAST AFRICA,20.0
Mwamba Luchembe,1105621834,Stub,Zambia,EAST AFRICA,20.0
Muyoba Macwani,1056038831,Start,Zambia,EAST AFRICA,20.0
Kampamba Mulenga Chilumba,1049942660,Start,Zambia,EAST AFRICA,20.0
Mike Mulongoti,1110802508,Start,Zambia,EAST AFRICA,20.0
Peter Sinkamba,1105649973,Start,Zambia,EAST AFRICA,20.0
Yobert K. Shamapande,1002399039,C,Zambia,EAST AFRICA,20.0
Brenda Mwika Tambatamba,1090872349,Stub,Zambia,EAST AFRICA,20.0
Gift Banda,1062652620,Stub,Zimbabwe,EAST AFRICA,16.3
Flora Buka,1084849963,Stub,Zimbabwe,EAST AFRICA,16.3
Joseph Makamba Busha,1021924531,Start,Zimbabwe,EAST AFRICA,16.3
James Chikerema,918786393,C,Zimbabwe,EAST AFRICA,16.3
Paul Chimedza,1095048375,Stub,Zimbabwe,EAST AFRICA,16.3
Chenhamo Chimutengwende,1105760668,Start,Zimbabwe,EAST AFRICA,16.3
Ruth Chinamano,1084918578,Start,Zimbabwe,EAST AFRICA,16.3
George Chiweshe,1036777160,Start,Zimbabwe,EAST AFRICA,16.3
Phillip Chiyangwa,1094211115,C,Zimbabwe,EAST AFRICA,16.3
Fay Chung,1077287411,C,Zimbabwe,EAST AFRICA,16.3
Guy Clutton-Brock,1088261799,Start,Zimbabwe,EAST AFRICA,16.3
Margaret Dongo,1106933263,C,Zimbabwe,EAST AFRICA,16.3
Jabulani Dube,1084850581,Stub,Zimbabwe,EAST AFRICA,16.3
Fletcher Dulini Ncube,1084849958,Stub,Zimbabwe,EAST AFRICA,16.3
Ken Flower,1107565404,Start,Zimbabwe,EAST AFRICA,16.3
Aguy Georgias,1040514079,Start,Zimbabwe,EAST AFRICA,16.3
Sithembile Gumbo,1104771475,Stub,Zimbabwe,EAST AFRICA,16.3
Josiah Zion Gumede,1085727537,Start,Zimbabwe,EAST AFRICA,16.3
Ellen Gwaradzimba,1108316505,Stub,Zimbabwe,EAST AFRICA,16.3
Andre S Holland,1096209197,Start,Zimbabwe,EAST AFRICA,16.3
Byron Hove,1037445265,Stub,Zimbabwe,EAST AFRICA,16.3
Tonderai Kasu,1112599689,C,Zimbabwe,EAST AFRICA,16.3
Wilson Khumbula,1085045004,C,Zimbabwe,EAST AFRICA,16.3
Lovemore Madhuku,1106648610,C,Zimbabwe,EAST AFRICA,16.3
Sarah Mahoka,1109140716,Stub,Zimbabwe,EAST AFRICA,16.3
Alfred Makwarimba,1092395186,Stub,Zimbabwe,EAST AFRICA,16.3
Washington Malianga,1064532257,Stub,Zimbabwe,EAST AFRICA,16.3
Elliot Manyika,1098102512,Start,Zimbabwe,EAST AFRICA,16.3
Linda Masarira,1106829214,C,Zimbabwe,EAST AFRICA,16.3
Jevan Maseko,1084850620,Stub,Zimbabwe,EAST AFRICA,16.3
Anxious Jongwe Masuka,1084841305,Stub,Zimbabwe,EAST AFRICA,16.3
Lovemore Matombo,1105192324,Stub,Zimbabwe,EAST AFRICA,16.3
Bright Matonga,1036801272,Stub,Zimbabwe,EAST AFRICA,16.3
Isaac Matongo,1007345232,Stub,Zimbabwe,EAST AFRICA,16.3
Obedingwa Mguni,1108676758,Start,Zimbabwe,EAST AFRICA,16.3
Promise Mkwananzi,1110541985,Start,Zimbabwe,EAST AFRICA,16.3
Max Mnkandla,1007344798,Stub,Zimbabwe,EAST AFRICA,16.3
Bekithemba Mpofu,1085044064,Stub,Zimbabwe,EAST AFRICA,16.3
Earnest Mudzengi,1106234826,Start,Zimbabwe,EAST AFRICA,16.3
Kisinoti Mukwazhe,1108499694,Stub,Zimbabwe,EAST AFRICA,16.3
Edwin Mushoriwa,1089708944,Stub,Zimbabwe,EAST AFRICA,16.3
Munacho Mutezo,1112725980,Start,Zimbabwe,EAST AFRICA,16.3
Abel Muzorewa,1114850024,C,Zimbabwe,EAST AFRICA,16.3
Prag Lalloo Naran,1112385169,C,Zimbabwe,EAST AFRICA,16.3
Owen Ncube,1103207061,Start,Zimbabwe,EAST AFRICA,16.3
Gundwane Ndiweni,1110144011,Start,Zimbabwe,EAST AFRICA,16.3
Khayisa Ndiweni,1110143825,Start,Zimbabwe,EAST AFRICA,16.3
Jane Ngwenya,1104098471,Start,Zimbabwe,EAST AFRICA,16.3
Maurice Nyagumbo,1083456696,Start,Zimbabwe,EAST AFRICA,16.3
George Nyandoro,1076727160,Start,Zimbabwe,EAST AFRICA,16.3
Sekai Nzenza,1091958972,Start,Zimbabwe,EAST AFRICA,16.3
Engelbert Rugeje,1081815779,C,Zimbabwe,EAST AFRICA,16.3
Tinos Rusere,1035940114,Start,Zimbabwe,EAST AFRICA,16.3
Daniel Shumba,1060414733,C,Zimbabwe,EAST AFRICA,16.3
Maxwell Zeb Shumba,1095960401,Start,Zimbabwe,EAST AFRICA,16.3
Nkululeko Mkastos Sibanda,1108127086,Start,Zimbabwe,EAST AFRICA,16.3
Leopold Takawira,1112149097,Start,Zimbabwe,EAST AFRICA,16.3
Gift Tandare,1114641622,Stub,Zimbabwe,EAST AFRICA,16.3
Rekayi Tangwena,1073818982,Stub,Zimbabwe,EAST AFRICA,16.3
Josiah Tongogara,1106932400,C,Zimbabwe,EAST AFRICA,16.3
Langton Towungana,904246837,Stub,Zimbabwe,EAST AFRICA,16.3
Herbert Ushewokunze,959111842,Stub,Zimbabwe,EAST AFRICA,16.3
Denis Walker,1111257734,C,Zimbabwe,EAST AFRICA,16.3
